latitude,longitude
42.379710,-71.096398
42.351459,-71.056739
42.366564,-71.077907
42.366482,-71.105611
42.354836,-71.134395
42.369002,-71.110264
42.364320,-71.103023
47.658621,-122.349927
42.635795,-71.351428
42.369002,-71.110264
42.363719,-71.100989
42.400777,-71.117364
42.370570,-71.096859
